timestamp,encoder_left,encoder_right
1753175880.6635823,0.0,0.0
1753175880.682782,0.0,0.0
1753175880.7024086,0.0,0.0
1753175880.721895,0.0,0.0
1753175880.742522,0.0,0.0
1753175880.7639081,0.0,0.0
1753175880.7837925,0.0,0.0
1753175880.8039122,0.0,0.0
1753175880.8230903,0.0,0.0
1753175880.8431969,0.0,0.0
1753175880.8617575,0.0,0.0
1753175880.8825483,0.0,0.0
1753175880.9026291,0.0,0.0
1753175880.9225156,0.0,0.0
1753175880.9430113,0.0,0.0
1753175880.963809,0.0,0.0
1753175880.9821177,0.0,0.0
1753175881.0048392,0.0,0.0
1753175881.0224462,0.0,0.0
1753175881.041346,0.0,0.0
1753175881.063805,0.0,0.0
1753175881.0831618,0.0,0.0
1753175881.104813,0.0,0.0
1753175881.1224835,0.0,0.0
1753175881.1435046,0.0,0.0
1753175881.1617472,0.0,0.0
1753175881.1821601,0.0,0.0
1753175881.2012162,0.0,0.0
1753175881.2212417,0.0,0.0
1753175881.2414415,0.0,0.0
1753175881.2620401,0.0,0.0
1753175881.2823093,0.0,0.0
1753175881.3034132,0.0,0.0
1753175881.3207467,0.0,0.0
1753175881.342433,0.0,0.0
1753175881.363546,0.0,0.0
1753175881.3832037,0.0,0.0
1753175881.4045775,0.0,0.0
1753175881.4223702,0.0,0.0
1753175881.4430008,0.0,0.0
1753175881.4620442,0.0,0.0
1753175881.4825263,0.0,0.0
1753175881.5037453,0.0,0.0
1753175881.5224302,0.0,0.0
1753175881.5410223,0.0,0.0
1753175881.563712,0.0,0.0
1753175881.5823848,0.0,0.0
1753175881.603544,0.0,0.0
1753175881.6223478,0.0,0.0
1753175881.6429954,0.0,0.0
1753175881.6612272,0.0,0.0
1753175881.683606,0.0,0.0
1753175881.7035606,0.0,0.0
1753175881.7225654,0.0,0.0
1753175881.7420204,0.0,0.0
1753175881.7617424,0.0,0.0
1753175881.7835712,0.0,0.0
1753175881.803572,0.0,0.0
1753175881.822887,0.0,0.0
1753175881.8429205,0.0,0.0
1753175881.861222,0.0,0.0
1753175881.8836272,0.0,0.0
1753175881.9036021,0.0,0.0
1753175881.922957,0.0,0.0
1753175881.9435427,0.0,0.0
1753175881.964489,0.0,0.0
1753175881.9842238,0.0,0.0
1753175882.004646,0.0,0.0
1753175882.0224016,0.0,0.0
1753175882.0409162,0.0,0.0
1753175882.0646224,0.0,0.0
1753175882.0823262,0.0,0.0
1753175882.103769,0.0,0.0
1753175882.1207385,0.0,0.0
1753175882.1424193,0.0,0.0
1753175882.1635978,0.0,0.0
1753175882.1819685,0.0,0.0
1753175882.2018483,0.0,0.0
1753175882.2213569,0.0,0.0
1753175882.2421248,0.0,0.0
1753175882.2616944,0.0,0.0
1753175882.2816215,0.0,0.0
1753175882.3013406,0.0,0.0
1753175882.3245726,0.0,0.0
1753175882.3417132,0.0,0.0
1753175882.3644068,0.0,0.0
1753175882.3834121,0.0,0.0
1753175882.4013095,0.0,0.0
1753175882.4232838,0.0,0.0
1753175882.4423454,0.0,0.0
1753175882.4658132,0.0,0.0
1753175882.4829443,0.0,0.0
1753175882.5036497,0.0,0.0
1753175882.522777,0.0,0.0
1753175882.5417218,0.0,0.0
1753175882.5608284,0.0,0.0
1753175882.5808613,0.0,0.0
1753175882.6009014,0.0,0.0
1753175882.6208634,0.0,0.0
1753175882.64196,0.0,0.0
1753175882.661876,0.0,0.0
1753175882.6836224,0.0,0.0
1753175882.703584,0.0,0.0
1753175882.7229924,0.0,0.0
1753175882.741956,0.0,0.0
1753175882.7620192,0.0,0.0
1753175882.7829182,0.0,0.0
1753175882.8036008,0.0,0.0
1753175882.8229358,0.0,0.0
1753175882.8419673,0.0,0.0
1753175882.8638551,0.0,0.0
1753175882.8817008,0.0,0.0
1753175882.9026287,0.0,0.0
1753175882.9216397,0.0,0.0
1753175882.9415932,0.0,0.0
1753175882.9635842,0.0,0.0
1753175882.9830632,0.0,0.0
1753175883.0029676,0.0,0.0
1753175883.0228877,0.0,0.0
1753175883.0418963,0.0,0.0
1753175883.0644088,0.0,0.0
1753175883.0835845,0.0,0.0
1753175883.1035237,0.0,0.0
1753175883.1207597,0.0,0.0
1753175883.1419287,0.0,0.0
1753175883.1649735,0.0,0.0
1753175883.181873,0.0,0.0
1753175883.2016637,0.0,0.0
1753175883.2209744,0.0,0.0
1753175883.2424934,0.0,0.0
1753175883.2623582,0.0,0.0
1753175883.2819536,0.0,0.0
1753175883.3036318,0.0,0.0
1753175883.3223784,0.0,0.0
1753175883.3424356,0.0,0.0
1753175883.3646872,0.0,0.0
1753175883.3808098,0.0,0.0
1753175883.4030569,0.0,0.0
1753175883.4219844,0.0,0.0
1753175883.4412763,0.0,0.0
1753175883.4649262,0.0,0.0
1753175883.4807992,0.0,0.0
1753175883.5038803,0.0,0.0
1753175883.5219562,0.0,0.0
1753175883.5416563,0.0,0.0
1753175883.5636163,0.0,0.0
1753175883.581062,0.0,0.0
1753175883.6031704,0.0,0.0
1753175883.6219738,0.0,0.0
1753175883.6415832,0.0,0.0
1753175883.6645594,0.0,0.0
1753175883.6838439,0.0,0.0
1753175883.7010176,0.0,0.0
1753175883.7224004,0.0,0.0
1753175883.7409532,0.0,0.0
1753175883.763854,0.0,0.0
1753175883.7811165,0.0,0.0
1753175883.8037004,0.0,0.0
1753175883.8219497,0.0,0.0
1753175883.8416493,0.0,0.0
1753175883.8657866,0.0,0.0
1753175883.8827102,0.0,0.0
1753175883.90358,0.0,0.0
1753175883.920787,0.0,0.0
1753175883.9415352,0.0,0.0
1753175883.963145,0.0,0.0
1753175883.9830065,0.0,0.0
1753175884.0036476,0.0,0.0
1753175884.0228817,0.0,0.0
1753175884.0418928,0.0,0.0
1753175884.0624769,0.0,0.0
1753175884.0849986,0.0,0.0
1753175884.102902,0.0,0.0
1753175884.1237762,0.0,0.0
1753175884.1424303,0.0,0.0
1753175884.1625175,0.0,0.0
1753175884.1847925,0.0,0.0
1753175884.2031252,0.0,0.0
1753175884.2237077,0.0,0.0
1753175884.2412598,0.0,0.0
1753175884.2609735,0.0,0.0
1753175884.2825332,0.0,0.0
1753175884.303898,0.0,0.0
1753175884.3237045,0.0,0.0
1753175884.3426385,0.0,0.0
1753175884.3632057,0.0,0.0
1753175884.3825798,0.0,0.0
1753175884.4017072,0.0,0.0
1753175884.4223883,0.0,0.0
1753175884.4435692,0.0,0.0
1753175884.4628873,0.0,0.0
1753175884.483797,0.0,0.0
1753175884.5032742,0.0,0.0
1753175884.5207753,0.0,0.0
1753175884.5437293,0.0,0.0
1753175884.5623622,0.0,0.0
1753175884.5835984,0.0,0.0
1753175884.602896,0.0,0.0
1753175884.6228867,0.0,0.0
1753175884.6438553,0.0,0.0
1753175884.6617138,0.0,0.0
1753175884.684701,0.0,0.0
1753175884.7022812,0.0,0.0
1753175884.7232358,0.0,0.0
1753175884.7436368,0.0,0.0
1753175884.7635326,0.0,0.0
1753175884.784387,0.0,0.0
1753175884.8014567,0.0,0.0
1753175884.8228605,0.0,0.0
1753175884.8431058,0.0,0.0
1753175884.8636818,0.0,0.0
1753175884.8829794,0.0,0.0
1753175884.903568,0.0,0.0
1753175884.923041,0.0,0.0
1753175884.9412386,0.0,0.0
1753175884.963649,0.0,0.0
1753175884.9837434,0.0,0.0
1753175885.003673,0.0,0.0
1753175885.0207481,0.0,0.0
1753175885.0437148,0.0,0.0
1753175885.0623643,0.0,0.0
1753175885.083054,0.0,0.0
1753175885.1036394,0.0,0.0
1753175885.1229415,0.0,0.0
1753175885.1435683,0.0,0.0
1753175885.1657364,0.0,0.0
1753175885.181494,0.0,0.0
1753175885.2018678,0.0,0.0
1753175885.2211537,0.0,0.0
1753175885.2411165,0.0,0.0
1753175885.2612321,0.0,0.0
1753175885.2823408,0.0,0.0
1753175885.301246,0.0,0.0
1753175885.323697,0.0,0.0
1753175885.341055,0.0,0.0
1753175885.3630674,0.0,0.0
1753175885.382936,0.0,0.0
1753175885.4036148,0.0,0.0
1753175885.4229527,0.0,0.0
1753175885.444469,0.0,0.0
1753175885.4636269,0.0,0.0
1753175885.4842937,0.0,0.0
1753175885.5030198,0.0,0.0
1753175885.5228846,0.0,0.0
1753175885.541384,0.0,0.0
1753175885.5636246,0.0,0.0
1753175885.5837486,0.0,0.0
1753175885.60378,0.0,0.0
1753175885.6229866,0.0,0.0
1753175885.6424456,0.0,0.0
1753175885.6636672,0.0,0.0
1753175885.6835828,0.0,0.0
1753175885.703583,0.0,0.0
1753175885.7229168,0.0,0.0
1753175885.743592,0.0,0.0
1753175885.7633312,0.0,0.0
1753175885.7812986,0.0,0.0
1753175885.8037531,0.0,0.0
1753175885.8219721,0.0,0.0
1753175885.8436408,0.0,0.0
1753175885.86358,0.0,0.0
1753175885.8837154,0.0,0.0
