x,y,theta
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.02,0.0,0.0
0.04,0.0,0.0
0.06,0.0,0.0
0.08,0.0,0.0
0.1,0.0,0.0
0.12000000000000001,0.0,0.0
0.14,0.0,0.0
0.16,0.0,0.0
0.18,0.0,0.0
0.19999999999999998,0.0,0.0
0.19999999999999998,0.0,0.15700000000000003
0.19999999999999998,0.0,0.31400000000000006
0.19999999999999998,0.0,0.4710000000000001
0.19999999999999998,0.0,0.6280000000000001
0.19999999999999998,0.0,0.7850000000000001
0.19999999999999998,0.0,0.9420000000000002
0.19999999999999998,0.0,1.0990000000000002
0.19999999999999998,0.0,1.2560000000000002
0.19999999999999998,0.0,1.4130000000000003
0.19999999999999998,0.0,1.5700000000000003
0.20001592653421466,0.019999993658636694,1.5700000000000003
0.20003185306842933,0.03999998731727339,1.5700000000000003
0.200047779602644,0.05999998097591008,1.5700000000000003
0.20006370613685867,0.07999997463454678,1.5700000000000003
0.20007963267107334,0.09999996829318347,1.5700000000000003
0.20009555920528801,0.11999996195182017,1.5700000000000003
0.2001114857395027,0.13999995561045686,1.5700000000000003
0.20012741227371736,0.15999994926909356,1.5700000000000003
0.20014333880793203,0.17999994292773025,1.5700000000000003
0.2001592653421467,0.19999993658636694,1.5700000000000003
0.2001592653421467,0.19999993658636694,1.7270000000000003
0.2001592653421467,0.19999993658636694,1.8840000000000003
0.2001592653421467,0.19999993658636694,2.0410000000000004
0.2001592653421467,0.19999993658636694,2.1980000000000004
0.2001592653421467,0.19999993658636694,2.3550000000000004
0.2001592653421467,0.19999993658636694,2.5120000000000005
0.2001592653421467,0.19999993658636694,2.6690000000000005
0.2001592653421467,0.19999993658636694,2.8260000000000005
0.2001592653421467,0.19999993658636694,2.9830000000000005
0.2001592653421467,0.19999993658636694,3.1400000000000006
0.1801592907075959,0.20003178964469667,3.1400000000000006
0.16015931607304512,0.2000636427030264,3.1400000000000006
0.14015934143849434,0.20009549576135613,3.1400000000000006
0.12015936680394355,0.20012734881968586,3.1400000000000006
0.10015939216939276,0.20015920187801559,3.1400000000000006
0.08015941753484197,0.20019105493634531,3.1400000000000006
0.06015944290029118,0.20022290799467504,3.1400000000000006
0.04015946826574039,0.20025476105300477,3.1400000000000006
0.0201594936311896,0.2002866141113345,3.1400000000000006
0.00015951899663881053,0.20031846716966423,3.1400000000000006
0.00015951899663881053,0.20031846716966423,3.2970000000000006
0.00015951899663881053,0.20031846716966423,3.4540000000000006
0.00015951899663881053,0.20031846716966423,3.6110000000000007
0.00015951899663881053,0.20031846716966423,3.7680000000000007
0.00015951899663881053,0.20031846716966423,3.9250000000000007
0.00015951899663881053,0.20031846716966423,4.082000000000001
0.00015951899663881053,0.20031846716966423,4.239000000000001
0.00015951899663881053,0.20031846716966423,4.396000000000001
0.00015951899663881053,0.20031846716966423,4.553000000000001
0.00015951899663881053,0.20031846716966423,4.710000000000001
0.00011173943439319751,0.18031852424190986,4.710000000000001
6.39598721475845e-05,0.1603185813141555,4.710000000000001
1.6180309901971494e-05,0.14031863838640113,4.710000000000001
-3.1599252343641514e-05,0.12031869545864676,4.710000000000001
-7.937881458925451e-05,0.1003187525308924,4.710000000000001
-0.00012715837683486753,0.08031880960313803,4.710000000000001
-0.00017493793908048054,0.06031886667538367,4.710000000000001
-0.00022271750132609356,0.04031892374762931,4.710000000000001
-0.00027049706357170657,0.020318980819874953,4.710000000000001
-0.00031827662581731956,0.00031903789212059386,4.710000000000001
-0.00031827662581731956,0.00031903789212059386,4.867000000000001
-0.00031827662581731956,0.00031903789212059386,5.024000000000001
-0.00031827662581731956,0.00031903789212059386,5.181000000000001
-0.00031827662581731956,0.00031903789212059386,5.338000000000001
-0.00031827662581731956,0.00031903789212059386,5.495000000000001
-0.00031827662581731956,0.00031903789212059386,5.652000000000001
-0.00031827662581731956,0.00031903789212059386,5.809000000000001
-0.00031827662581731956,0.00031903789212059386,5.966000000000001
-0.00031827662581731956,0.00031903789212059386,6.123000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
-0.00031827662581731956,0.00031903789212059386,6.280000000000001
